id	title	description	link	image_link	additional_image_link	availability	price	sale_price	brand	condition	google_product_category	product_type	mpn	gtin	identifier_exists	item_group_id
the-red-classic-plaid-silk-scarf-pocket-square-set	The Red Classic Plaid Silk Scarf & Pocket Square Set	The Red Classic Plaid Silk Scarf & Pocket Square Set from Threaditionz is a men's silk scarf & pocket square gift set in red-and-black classic tartan plaid - cosy heritage check. Ideal for smart-casual, autumn/winter and festive looks — the bold red & black design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Red & Black · Size: Scarf 8" x 56" + pocket square 12" x 12"	https://threaditionz.co.uk/product/the-red-classic-plaid-silk-scarf-pocket-square-set	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/the-red-classic-plaid-silk-scarf-pocket-square-set_onbody.png?v=1780233452	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/the-red-classic-plaid-silk-scarf-pocket-square-set_drape.png?v=1780233459,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/41-7.jpg?v=1719831358,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/41-5.jpg?v=1719831358,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/41-1_3daa9ad6-e116-4e6e-a275-7155c5c0a8c5.jpg?v=1719831358	in_stock	82.00 GBP	78.00 GBP	Threaditionz	new	Apparel & Accessories > Clothing Accessories > Scarves & Shawls	Pocket Square			no	
TH240021PS	The Red Classic Plaid Silk Pocket Square	The Red Classic Plaid Silk Pocket Square from Threaditionz is a men's silk pocket square in red-and-black classic tartan plaid - cosy heritage check. Ideal for smart-casual, autumn/winter and festive looks — the bold red & black design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Red & Black · Size: 12" x 12"	https://threaditionz.co.uk/product/the-red-classic-plaid-silk-pocket-square	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/41-1_30125514-971f-494d-9aa5-015ac92c1e5c.jpg?v=1719831366	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/41-2_facae42e-8989-47c1-ac6f-34c1622cc4ca.jpg?v=1719831366,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/41-3.jpg?v=1719831366,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/41-4.jpg?v=1719831366	in_stock	17.00 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Handkerchiefs	Pocket Square	TH240021PS			
TH240005CR	Peach With White Polka Silk Cravat	The Peach With White Polka Silk Cravat from Threaditionz is a men's silk cravat in soft peach silk with white polka dots - soft and spring-fresh. Ideal for spring/summer weddings, garden parties and daytime events — the peach pattern adds subtle character while staying refined enough for formal dress. Material: 100% Silk · Colour: Peach · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/peach-with-white-polka-silk-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/peach-with-white-polka-silk-cravat_onbody.png?v=1780233465	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/peach-with-white-polka-silk-cravat_drape.png?v=1780233474,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/46-9.jpg?v=1719831375,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/46-1_ab9f9bc1-0dee-4f49-b239-f8b1fffffc05.jpg?v=1719831375	in_stock	42.90 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat	TH240005CR			
peach-with-white-polka-silk-scarf-pocket-square-set	Peach With White Polka Silk Scarf & Pocket Square Set	The Peach With White Polka Silk Scarf & Pocket Square Set from Threaditionz is a men's silk scarf & pocket square gift set in soft peach silk with white polka dots - soft and spring-fresh. Ideal for spring/summer weddings, garden parties and daytime events — the peach pattern adds subtle character while staying refined enough for formal dress. Material: 100% Silk · Colour: Peach · Size: Scarf 8" x 56" + pocket square 12" x 12"	https://threaditionz.co.uk/product/peach-with-white-polka-silk-scarf-pocket-square-set	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/peach-with-white-polka-silk-scarf-pocket-square-set_onbody.png?v=1780233477	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/peach-with-white-polka-silk-scarf-pocket-square-set_drape.png?v=1780233483,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/46-7.jpg?v=1719831388,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/46-5.jpg?v=1719831388,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/46-1_0a5118ef-0229-4838-9e65-6275d030864c.jpg?v=1719831388	in_stock	82.00 GBP	78.00 GBP	Threaditionz	new	Apparel & Accessories > Clothing Accessories > Scarves & Shawls	Pocket Square			no	
TH240023PS	Peach With White Polka Silk Pocket Square	The Peach With White Polka Silk Pocket Square from Threaditionz is a men's silk pocket square in soft peach silk with white polka dots - soft and spring-fresh. Ideal for spring/summer weddings, garden parties and daytime events — the peach pattern adds subtle character while staying refined enough for formal dress. Material: 100% Silk · Colour: Peach · Size: 12" x 12"	https://threaditionz.co.uk/product/peach-with-white-polka-silk-pocket-square	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/46-1.jpg?v=1719831395	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/46-2.jpg?v=1719831395,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/46-3.jpg?v=1719831395,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/46-4.jpg?v=1719831395	in_stock	17.00 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Handkerchiefs	Pocket Square	TH240023PS			
TH240006CR	The Gold Vintage Silk Cravat	The Gold Vintage Silk Cravat from Threaditionz is a men's silk cravat in black silk with a gold vintage floral-and-foliage damask brocade - opulent vintage. Ideal for weddings, festive events and evening wear — the bold black & gold design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Black & Gold · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/the-gold-vintage-silk-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/the-gold-vintage-silk-cravat_onbody.png?v=1780233489	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/the-gold-vintage-silk-cravat_drape.png?v=1780233495,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/51-8.jpg?v=1719831399,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/51-1_5f9702d1-ae3d-4ce5-a47b-9692cde54102.jpg?v=1719831399	in_stock	42.90 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat	TH240006CR			
the-gold-vintage-silk-scarf	The Gold Vintage Silk Scarf	The Gold Vintage Silk Scarf from Threaditionz is a men's silk scarf in black silk with a gold vintage floral-and-foliage damask brocade - opulent vintage. Ideal for weddings, festive events and evening wear — the bold black & gold design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Black & Gold · Size: 8" x 56"	https://threaditionz.co.uk/product/the-gold-vintage-silk-scarf	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/the-gold-vintage-silk-scarf_onbody.png?v=1780233501	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/the-gold-vintage-silk-scarf_drape.png?v=1780233507,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/51-5.jpg?v=1719831413,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/51-1_0a9aa67b-1967-47e0-bad5-d4c3ebdfd411.jpg?v=1719831413	in_stock	63.00 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Scarves & Shawls	Scarf			no	
the-gold-vintage-silk-pocket-square	The Gold Vintage Silk Pocket Square	The Gold Vintage Silk Pocket Square from Threaditionz is a men's silk pocket square in black silk with a gold vintage floral-and-foliage damask brocade - opulent vintage. Ideal for weddings, festive events and evening wear — the bold black & gold design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Black & Gold · Size: 12" x 12"	https://threaditionz.co.uk/product/the-gold-vintage-silk-pocket-square	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/51-1.jpg?v=1719831421	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/51-2.jpg?v=1719831421,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/51-4.jpg?v=1719831421,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/51-3.jpg?v=1719831421	in_stock	17.00 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Handkerchiefs	Pocket Square			no	
maroon-eclipse-silk-cravat	Maroon Eclipse Silk Cravat	The Maroon Eclipse Silk Cravat from Threaditionz is a men's silk cravat in deep burgundy silk with a small gold foulard floret-and-medallion print - refined warmth. Ideal for weddings, autumn events and business wear — the maroon pattern adds subtle character while staying refined enough for formal dress. Material: 100% Silk · Colour: Maroon · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/maroon-eclipse-silk-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/maroon-eclipse-silk-cravat_onbody.png?v=1780233513	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/maroon-eclipse-silk-cravat_drape.png?v=1780233519,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/MAROONECLIPSE_63c1c3e5-071d-493f-9fec-816afcecb9fe.jpg?v=1719832283,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/marooneclipse_df699539-a6fd-4fa5-9e85-8a455f12b60b.webp?v=1719832283	in_stock	42.90 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat			no	
blue-with-white-polka-cravat	Blue With White Polka Cravat	The Blue With White Polka Cravat from Threaditionz is a men's silk cravat in royal-blue silk with bold white polka dots - confident and playful. Ideal for smart-casual, parties and daytime events — the bold royal blue design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Royal Blue · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/blue-with-white-polka-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/blue-with-white-polka-cravat_onbody.png?v=1780233536	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/blue-with-white-polka-cravat_drape.png?v=1780233542,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/BLUEWITHWHITEPOLKA.jpg?v=1719832290,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/bluewiThwhiTepolka.webp?v=1719832290	in_stock	42.90 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat			no	
w21-diamond-brick-silk-cravat	W21- Diamond Brick SILK CRAVAT	The W21- Diamond Brick Silk Cravat from Threaditionz is a men's silk cravat in grey silk with a gold diamond-lattice ornamental medallion - structured opulence. Ideal for weddings, formal events and evening wear — the bold grey & gold design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Grey & Gold · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/w21-diamond-brick-silk-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/w21-diamond-brick-silk-cravat_onbody.png?v=1780233548	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/w21-diamond-brick-silk-cravat_drape.png?v=1780233554,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/diamondbrick.jpg?v=1719832303,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/W21-diamondbrick.webp?v=1719832303	in_stock	42.90 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat			no	
midnight-artist-silk-cravat	MIDNIGHT ARTIST Silk CRAVAT	The Midnight Artist Silk Cravat from Threaditionz is a men's silk cravat in teal, gold and maroon silk with an abstract painterly brushstroke print - artistic and expressive. Ideal for creative events, evening wear and statement looks — the bold teal & gold design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Teal & Gold · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/midnight-artist-silk-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/midnight-artist-silk-cravat_onbody.png?v=1780233560	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/midnight-artist-silk-cravat_drape.png?v=1780233565,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/midnightartist.jpg?v=1719832311,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/midnightartistpokectsquare.webp?v=1719832311	in_stock	49.00 GBP	42.90 GBP	Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat			no	
w21-brf1-silk-cravat	W21-Brf1 Silk Cravat	The W21-Brf1 Silk Cravat from Threaditionz is a men's silk cravat in white silk with a bold navy-blue floral and red-centred blooms - statement botanical. Ideal for spring/summer weddings, daytime events and cocktail parties — the bold white & navy design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: White & Navy · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/w21-brf1-silk-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/w21-brf1-silk-cravat_onbody.png?v=1780233571	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/w21-brf1-silk-cravat_drape.png?v=1780233576,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/W21-BRF1.jpg?v=1719832318,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/W21-brf1_08676829-5c74-4c24-b294-4f391820c4dd.webp?v=1719832318	in_stock	49.00 GBP	42.90 GBP	Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat			no	
ferozi-silk-cravat	Ferozi Silk CRAVAT	The Ferozi Silk Cravat from Threaditionz is a men's silk cravat in vivid ferozi-turquoise silk with a tonal small-floral paisley - jewel-tone elegance. Ideal for weddings, festive events and cocktail parties — the ferozi turquoise pattern adds subtle character while staying refined enough for formal dress. Material: 100% Silk · Colour: Ferozi Turquoise · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/ferozi-silk-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/ferozi-silk-cravat_onbody.png?v=1780233582	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/ferozi-silk-cravat_drape.png?v=1780233587,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/W21-ferozi.jpg?v=1719832325,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/W21-ferozisilk.webp?v=1719832325	in_stock	42.90 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat			no	
w21-robe-of-honour-silk-cravat	W21- Robe Of Honour Silk Cravat	The W21- Robe Of Honour Silk Cravat from Threaditionz is a men's silk cravat in ivory silk with a sage-green paisley print - heritage softness. Ideal for weddings, daytime events and smart-casual — the ivory & sage pattern adds subtle character while staying refined enough for formal dress. Material: 100% Silk · Colour: Ivory & Sage · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/w21-robe-of-honour-silk-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/w21-robe-of-honour-silk-cravat_onbody.png?v=1780233593	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/w21-robe-of-honour-silk-cravat_drape.png?v=1780233598,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/robeofhonour.jpg?v=1719832332,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/W21-RobeofHonor.webp?v=1719832332	in_stock	49.00 GBP	42.90 GBP	Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat			no	
floral-indigo-silk-cravat	Floral Indigo Silk Cravat	The Floral Indigo Silk Cravat from Threaditionz is a men's silk cravat in silver-grey silk drawn with a bold charcoal abstract floral-maze linework - modern and graphic. Ideal for modern formal, evening wear and creative events — the bold silver grey design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Silver Grey · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/floral-indigo-silk-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/floral-indigo-silk-cravat_onbody.png?v=1780233608	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/floral-indigo-silk-cravat_drape.png?v=1780233610,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/FLORALINDIGOSILKCRAVAT.jpg?v=1719832337,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/FLORALINDIGO_pocket.webp?v=1719832337	in_stock	42.90 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat			no	
maroon-black-mystery-silk-cravat	Maroon & Black Mystery Silk Cravat	The Maroon & Black Mystery Silk Cravat from Threaditionz is a men's silk cravat in deep maroon silk with gold-and-black paisley damask medallions - opulent festive. Ideal for weddings, festive events and evening wear — the bold maroon design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Maroon · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/maroon-black-mystery-silk-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/maroon-black-mystery-silk-cravat_onbody.png?v=1780233617	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/maroon-black-mystery-silk-cravat_drape.png?v=1780233622,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/maroon_blackmystery.jpg?v=1719832341,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/maroonandblackmystery.webp?v=1719832341	in_stock	42.90 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat			no	
green-yellow-mystery-silk-cravat	Green & Yellow Mystery Silk Cravat	The Green & Yellow Mystery Silk Cravat from Threaditionz is a men's silk cravat in teal-green silk patterned with gold paisley and medallion ornament - rich festive. Ideal for weddings, festive events and evening wear — the bold teal green design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Teal Green · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/green-yellow-mystery-silk-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/green-yellow-mystery-silk-cravat_onbody.png?v=1780233633	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/green-yellow-mystery-silk-cravat_drape.png?v=1780233635,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/green_yellowmsytery.jpg?v=1719832346,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/greenandyelllowmystery.webp?v=1719832346	in_stock	42.90 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat			no	
TH240007CR	W21- Royal Botha Silk Cravat	The W21- Royal Botha Silk Cravat from Threaditionz is a men's silk cravat in rust-brown and cream classic paisley - timeless heritage. Ideal for weddings, autumn events and business wear — the rust brown pattern adds subtle character while staying refined enough for formal dress. Material: 100% Silk · Colour: Rust Brown · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/w21-royal-botha-silk-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/w21-royal-botha-silk-cravat_onbody.png?v=1780233641	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/w21-royal-botha-silk-cravat_drape.png?v=1780233647,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/royalbotha_1.jpg?v=1719832354,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/W21-royalBotha_a943d21b-f2f1-43a4-be69-1cc2c08d7409.webp?v=1719832354	in_stock	42.90 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat	TH240007CR			
floral-indigo-silk-scarf-pocket-square-set	Floral Indigo Silk Scarf & Pocket Square Set	The Floral Indigo Silk Scarf & Pocket Square Set from Threaditionz is a men's silk scarf & pocket square gift set in silver-grey silk drawn with a bold charcoal abstract floral-maze linework - modern and graphic. Ideal for modern formal, evening wear and creative events — the bold silver grey design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Silver Grey · Size: Scarf 8" x 56" + pocket square 12" x 12"	https://threaditionz.co.uk/product/floral-indigo-silk-scarf-pocket-square-set	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/floral-indigo-silk-scarf-pocket-square-set_onbody.png?v=1780233653	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/floral-indigo-silk-scarf-pocket-square-set_drape.png?v=1780233659,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/98.jpg?v=1719832358,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/FLORALINDIGO_1_8bd42bb2-c32b-4545-9af3-3e1623901b6f.jpg?v=1719832358	in_stock	82.00 GBP	78.00 GBP	Threaditionz	new	Apparel & Accessories > Clothing Accessories > Scarves & Shawls	Pocket Square			no	
w21-tropica-bird-silk-cravat	W21-Tropica Bird Silk Cravat	The W21-Tropica Bird Silk Cravat from Threaditionz is a men's silk cravat in petrol-teal silk with a tropical floral-and-bird print in orange and white - playful and exotic. Ideal for summer events, smart-casual and daytime parties — the bold teal design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Teal · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/w21-tropica-bird-silk-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/w21-tropica-bird-silk-cravat_onbody.png?v=1780233666	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/w21-tropica-bird-silk-cravat_drape.png?v=1780233671,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/tropicabird.jpg?v=1719832430,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/W21-Tropical-Bird.webp?v=1719832430	in_stock	49.00 GBP	42.90 GBP	Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat			no	
persian-caramel-silk-cravat	Persian Caramel Silk Cravat	The Persian Caramel Silk Cravat from Threaditionz is a men's silk cravat in caramel-olive silk with vertical Persian ornamental stripes of paisley and florals - heritage and warm. Ideal for weddings, festive events and autumn looks — the bold caramel design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Caramel · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/persian-caramel-silk-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/persian-caramel-silk-cravat_onbody.png?v=1780233678	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/persian-caramel-silk-cravat_drape.png?v=1780233683,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/cravatmockup.jpg?v=1719832441,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/persiancaramelpockectsquare.webp?v=1719832441	in_stock	49.00 GBP	42.90 GBP	Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat			no	
w21-flamingo-silk-cravat	W21- Flamingo Silk Cravat	The W21- Flamingo Silk Cravat from Threaditionz is a men's silk cravat in lilac-silver silk with a tonal feather-and-leaf print - soft and elegant. Ideal for weddings, daytime events and cocktail parties — the lilac pattern adds subtle character while staying refined enough for formal dress. Material: 100% Silk · Colour: Lilac · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/w21-flamingo-silk-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/w21-flamingo-silk-cravat_onbody.png?v=1780233689	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/w21-flamingo-silk-cravat_drape.png?v=1780233696,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/flamingo.jpg?v=1719832449,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/flamingopockets.webp?v=1719832449	in_stock	49.00 GBP	42.90 GBP	Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat			no	
imperial-ajrak-silk-cravat	Imperial Ajrak Silk Cravat	The Imperial Ajrak Silk Cravat from Threaditionz is a men's silk cravat in navy silk with red-and-white Ajrak block-print star medallions - heritage Ajrak craft. Ideal for weddings, festive & cultural events and Eid — the bold navy & red design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Navy & Red · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/imperial-ajrak-silk-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/imperial-ajrak-silk-cravat_onbody.png?v=1780232910	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/imperial-ajrak-silk-cravat_drape.png?v=1780232915,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/imperialajrak.jpg?v=1719832481,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/IMPERIALAJRAKPOCKET.webp?v=1719832481	in_stock	49.00 GBP	42.90 GBP	Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat			no	
traditional-ajrak-silk-cravat	Traditional Ajrak Silk Cravat	The Traditional Ajrak Silk Cravat from Threaditionz is a men's silk cravat in red, navy and white Ajrak block-print with geometric star medallions and teal accents - heritage Ajrak craft (luxe). Ideal for weddings, festive & cultural events and Eid — the bold red & navy design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Red & Navy · Size: 6" x 48" (one size, self-tie)	https://threaditionz.co.uk/product/traditional-ajrak-silk-cravat	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/traditional-ajrak-silk-cravat_onbody.png?v=1780233703	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/traditional-ajrak-silk-cravat_drape.png?v=1780233709,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/traditionalajrak.jpg?v=1719832490,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/traditionalajrakpocketsquare.webp?v=1719832490	in_stock	49.00 GBP	42.90 GBP	Threaditionz	new	Apparel & Accessories > Clothing Accessories > Neckties	Cravat			no	
TH240012SC	Blue And Gold Chain Silk Scarf	The Blue And Gold Chain Silk Scarf from Threaditionz is a men's silk scarf in navy silk with a baroque gold-chain print - opulent statement. Ideal for evening wear, festive events and statement looks — the bold navy & gold design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Navy & Gold · Size: 8" x 56"	https://threaditionz.co.uk/product/blue-and-gold-chain-silk-scarf	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/blue-and-gold-chain-silk-scarf_onbody.png?v=1780233715	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/blue-and-gold-chain-silk-scarf_drape.png?v=1780233721,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/blue_goldchain.jpg?v=1719832504	in_stock	63.00 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Scarves & Shawls	Scarf	TH240012SC			
maroon-diamond-silk-scarf-1	Maroon Diamond Silk Scarf	The Maroon Diamond Silk Scarf from Threaditionz is a men's silk scarf in maroon silk with a white diamond-and-square medallion foulard - classic warmth. Ideal for weddings, autumn events and business wear — the maroon pattern adds subtle character while staying refined enough for formal dress. Material: 100% Silk · Colour: Maroon · Size: 8" x 56"	https://threaditionz.co.uk/product/maroon-diamond-silk-scarf-1	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/maroon-diamond-silk-scarf-1_onbody.png?v=1780233727	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/maroon-diamond-silk-scarf-1_drape.png?v=1780233733,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/maroondiamond.jpg?v=1719832508	in_stock	63.00 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Scarves & Shawls	Scarf			no	
